"","Outcome","Std.Beta","Std.Err","p","p.adj","Model"
"566","Dax_extra_BodyCC",0.422710408409787,0.0224455575267865,4.33509567722549e-75,7.95923566338599e-72,"WMTI"
"567","Dax_extra_SpleniumCC",0.247392645451089,0.0225185349968595,1.46434050585933e-27,2.68852916875773e-24,"WMTI"
"568","Dax_extra_Fornix",-0.167178325459971,0.0232429939493698,7.9255502510341e-13,1.45513102608986e-09,"BRIA"
"569","Dax_extra_CorticospinaltractR",-0.0198138322716098,0.0229744177031685,0.388519763505724,1,"BRIA"
"570","Dax_extra_CorticospinaltractL",-0.0248652136172897,0.0228445967488871,0.276483847359214,1,"BRIA"
"571","Dax_extra_MediallemniscusR",-0.0240053535302984,0.0219522250961542,0.274250483532995,1,"BRIA"
"572","Dax_extra_MediallemniscusL",-0.0278546334688779,0.0220723281940171,0.207057531445553,1,"BRIA"
"573","Dax_extra_InferiorcerebellarpeduncleR",-0.0427165034288647,0.0210827860063289,0.0428403505748795,1,"BRIA"
"574","Dax_extra_InferiorcerebellarpeduncleL",-0.0131806746695772,0.0203996418117001,0.518249662703619,1,"BRIA"
"575","Dax_extra_SuperiorcerebellarpeduncleR",-0.0505242198731358,0.022195042411789,0.0228940627182709,1,"BRIA"
"576","Dax_extra_SuperiorcerebellarpeduncleL",-0.0124016941625601,0.0218167211577423,0.569772903028429,1,"BRIA"
"577","Dax_extra_CerebralpeduncleR",0.0745204749466383,0.0212303147197083,0.000454595822811906,0.834637930682659,"DKI"
"578","Dax_extra_CerebralpeduncleL",0.0137924622474215,0.0218135481586028,0.527246662389485,1,"DKI"
